id,EAP,HPL,MWS
id02310,0.0102484049276,0.0175481438637,0.972203433514
id24541,0.996706783772,0.00141013110988,0.00188310793601
id00134,0.0202834606171,0.973165631294,0.0065509127453
id27757,0.378234386444,0.60404253006,0.0177230965346
id04081,0.925389528275,0.0419473648071,0.0326631292701
id27337,0.881609082222,0.100062869489,0.0183280352503
id24265,0.863100111485,0.126487150788,0.0104127712548
id25917,0.018867386505,0.293018430471,0.68811416626
id04951,0.993854045868,0.00340164732188,0.00274438154884
id14549,0.927754759789,0.0285207368433,0.0437245592475
id22505,0.0064782188274,0.00637899385765,0.987142801285
id24002,0.00228163134307,0.997199416161,0.000518960005138
id18982,0.13179077208,0.656844377518,0.211364865303
id15181,0.00329911638983,0.995226144791,0.00147468666546
id21888,0.658721029758,0.0473073199391,0.293971657753
id12035,0.0124832531437,0.00231560016982,0.985201120377
id17991,0.374691992998,0.0297454986721,0.595562517643
id10707,0.993771493435,0.00422662310302,0.00200193584897
id07101,0.308870583773,0.0332873314619,0.657842040062
id00345,0.0630354657769,0.90760666132,0.0293578933924
id05912,0.945026516914,0.0280806738883,0.0268927812576
id13443,0.957572281361,0.0207179505378,0.0217097401619
id09248,0.483880966902,0.101804949343,0.414314091206
id17542,0.245301857591,0.71103233099,0.0436658263206
id06995,0.0652419924736,0.00302887079306,0.931729137897
id25159,0.736139714718,0.0715890228748,0.192271277308
id25729,0.406464457512,0.581098616123,0.012436917983
id26949,0.974879860878,0.0133434720337,0.0117767238989
id27191,0.158030435443,0.0338890403509,0.808080554008
id07668,0.333041787148,0.00828403420746,0.658674180508
id02230,0.0533543638885,0.319132745266,0.627512931824
id15553,0.991055250168,0.00209023198113,0.00685449270532
id25688,0.0037866353523,0.995067715645,0.00114558287896
id17545,0.995194971561,0.00300284917466,0.00180210894905
id13929,0.563699007034,0.183014735579,0.253286242485
id12880,0.0441908575594,0.938727498055,0.0170816853642
id19282,0.580967187881,0.163940280676,0.255092561245
id14690,0.0174100864679,0.0042750374414,0.978314876556
id17975,0.00490757403895,0.994361162186,0.000731268199161
id08037,0.836077749729,0.0358879417181,0.12803427875
id15412,0.0614305436611,0.00862896535546,0.929940462112
id25032,0.661346435547,0.132933214307,0.205720379949
id27165,0.99476647377,0.00206839106977,0.00316516053863
id03327,0.756914496422,0.18667884171,0.0564066395164
id18515,0.989953756332,0.00240829144605,0.00763787282631
id21003,0.0407574959099,0.0150586823002,0.944183826447
id23855,0.00603557890281,0.978002130985,0.0159622561187
id20724,0.581404924393,0.266692757607,0.151902273297
