id,EAP,HPL,MWS
id02310,0.00927872210741,0.0139018716291,0.976819455624
id24541,0.997631669044,0.000829707831144,0.00153856712859
id00134,0.048669796437,0.944434821606,0.00689537078142
id27757,0.625952482224,0.364525705576,0.00952180568129
id04081,0.929436087608,0.0441025011241,0.0264614168555
id27337,0.857966959476,0.127928286791,0.0141047611833
id24265,0.772493124008,0.211162909865,0.0163439977914
id25917,0.0206744428724,0.22244875133,0.756876826286
id04951,0.986453592777,0.00878885760903,0.00475749978796
id14549,0.896791636944,0.0310782250017,0.0721300840378
id22505,0.00713523011655,0.00652961852029,0.986335158348
id24002,0.00207995204255,0.997334122658,0.000585905858316
id18982,0.234066531062,0.577545881271,0.188387572765
id15181,0.00418364582583,0.994822859764,0.000993454246782
id21888,0.461549371481,0.145322114229,0.39312851429
id12035,0.00999185908586,0.000942687445786,0.989065408707
id17991,0.450528591871,0.032532773912,0.516938626766
id10707,0.995976746082,0.00270746275783,0.00131583004259
id07101,0.47945690155,0.0289071053267,0.49163594842
id00345,0.0486767403781,0.935372233391,0.0159510374069
id05912,0.962171137333,0.0274173300713,0.010411594063
id13443,0.968408465385,0.0162973273546,0.0152942193672
id09248,0.465845793486,0.0784362107515,0.455718070269
id17542,0.112597241998,0.853554368019,0.0338483117521
id06995,0.0530899576843,0.00325555005111,0.943654477596
id25159,0.775097966194,0.0794777199626,0.145424246788
id25729,0.334245949984,0.650589227676,0.0151648176834
id26949,0.98009365797,0.011813653633,0.00809262692928
id27191,0.209785029292,0.0427933521569,0.747421622276
id07668,0.338796377182,0.0030837894883,0.658119857311
id02230,0.0401766486466,0.38944914937,0.570374250412
id15553,0.992110848427,0.00233608111739,0.00555300666019
id25688,0.00796688254923,0.98979973793,0.0022333713714
id17545,0.989099562168,0.00593798514456,0.00496244663373
id13929,0.369488984346,0.387272179127,0.243238851428
id12880,0.0476954132318,0.939104378223,0.01320021227
id19282,0.577457249165,0.168105438352,0.25443726778
id14690,0.0244251620024,0.00702953059226,0.96854531765
id17975,0.00715005071834,0.991894185543,0.000955727300607
id08037,0.871782422066,0.0228688381612,0.105348750949
id15412,0.0584953315556,0.0109617002308,0.930543005466
id25032,0.723166763783,0.0876326262951,0.189200565219
id27165,0.996564209461,0.00144230970182,0.0019935502205
id03327,0.588360846043,0.329875260592,0.0817639008164
id18515,0.991992473602,0.00225043063983,0.00575706269592
id21003,0.0612883642316,0.0224906671792,0.916221022606
id23855,0.0049138343893,0.982528030872,0.0125581575558
id20724,0.63203138113,0.231466799974,0.136501833797
id13303,0.766954004765,0.0477234832942,0.185322448611
id16521,0.0123309781775,0.660261571407,0.327407479286
id20775,0.992901742458,0.00329598784447,0.00380222126842
id13029,0.993038475513,0.00466913497075,0.00229245307855
id14660,0.778051197529,0.181056037545,0.0408927388489
id11028,0.00332332984544,0.000754791661166,0.995921850204
id14180,0.978621423244,0.0174993015826,0.0038792307023
id25860,0.993256449699,0.00211407523602,0.00462948996574
id11910,0.183686256409,0.007882011123,0.808431744576
id08065,0.144733890891,0.0235436074436,0.831722557545
id22674,0.012315781787,0.0025930327829,0.985091209412
id25018,0.329787522554,0.0216567292809,0.64855581522
id10892,0.00126411009114,0.99770963192,0.00102621864062
id10217,0.0833075717092,0.914977431297,0.00171497475822
id12996,0.365154057741,0.155301004648,0.479544967413
id18262,0.516952753067,0.399726599455,0.0833206325769
id08606,0.00182090280578,0.99734300375,0.000836100080051
id17233,0.853182315826,0.0226370505989,0.124180585146
id00101,0.67585515976,0.253948479891,0.0701964125037
id12225,0.904895842075,0.0466379858553,0.0484661944211
id01364,0.0201087966561,0.96662658453,0.0132646318525
id24973,0.466865330935,0.0412947311997,0.491839975119
id25363,0.601654291153,0.00205091387033,0.396294772625
id10061,0.417880058289,0.0170320812613,0.565087854862
id17673,0.0720296427608,0.901570916176,0.026399448514
id13249,0.461190164089,0.0351449139416,0.503664910793
id10107,0.00686382036656,0.00249202433042,0.990644097328
id04403,0.985850155354,0.00244486378506,0.0117049710825
id25728,0.89526206255,0.0247318278998,0.0800061151385
id16184,0.721982836723,0.0589904747903,0.219026684761
id03438,0.00779629778117,0.0014734697761,0.99073022604
id22923,0.00806108582765,0.990134894848,0.00180406740401
id08610,0.992841482162,0.00191587465815,0.00524265039712
id25355,0.0826757922769,0.0217284429818,0.895595788956
id16916,0.399576932192,0.552780926228,0.047642160207
id12793,0.01216311194,0.985137462616,0.00269937422127
id11859,0.737952589989,0.0294001959264,0.232647225261
id02434,0.98835515976,0.00692422036082,0.00472067901865
id27703,0.0095002297312,0.00365480687469,0.986845016479
id25212,0.00950873084366,0.987444639206,0.00304659316316
id11308,0.0998318567872,0.163275584579,0.736892580986
id26094,0.944840312004,0.0415432490408,0.0136164221913
id22080,0.876945018768,0.116180822253,0.00687417667359
id03545,0.981142103672,0.0173804555088,0.00147746398579
id23725,0.00499310158193,0.00452447123826,0.990482449532
id12009,0.830306410789,0.121757693589,0.0479358956218
id24241,0.333658516407,0.0693429261446,0.59699857235
id03596,0.00569548876956,0.992558598518,0.00174596020952
id10749,0.0959532782435,0.882746338844,0.021300394088
id22794,0.00762115605175,0.00527156470343,0.987107217312
id15482,0.156421169639,0.717466056347,0.126112818718
id04833,0.840364873409,0.143534630537,0.0161005128175
id00397,0.0108526330441,0.00140280858614,0.987744510174
id14691,0.00722183426842,0.00191941135563,0.990858733654
id05193,0.238238483667,0.00563415046781,0.756127357483
id19541,0.974162995815,0.00680364016443,0.019033363089
id22166,0.0215026400983,0.00336667802185,0.975130617619
id20744,0.00484372489154,0.00145425018854,0.993702054024
id10392,0.00344896293245,0.0010385379428,0.9955124259
id00770,0.970328688622,0.0235809534788,0.00609038071707
id06018,0.536926090717,0.422530591488,0.0405433103442
id15678,0.139375314116,0.00665058521554,0.853974103928
id08305,0.860310077667,0.103194504976,0.0364954657853
id08903,0.363740891218,0.055351510644,0.580907583237
id14752,0.105117060244,0.889615297318,0.00526766804978
id12468,0.00423227483407,0.994333982468,0.00143377075437
id05085,0.194825291634,0.781694412231,0.0234802812338
id21993,0.564141631126,0.0075875511393,0.428270846605
id15503,0.920527994633,0.060660045594,0.0188119709492
id03021,0.0034128408879,0.995037853718,0.00154930632561
id16123,0.992244303226,0.00606085313484,0.0016948558623
id19383,0.976795196533,0.0192500203848,0.00395474163815
id04186,0.99704426527,0.00145923602395,0.0014964658767
id17954,0.00663053244352,0.00107001455035,0.992299497128
id12030,0.45607855916,0.0354994945228,0.508421957493
id13020,0.589906930923,0.400603979826,0.00948908831924
id25327,0.0409751087427,0.801338434219,0.157686471939
id16344,0.348527103662,0.0355940870941,0.615878820419
id12303,0.169277340174,0.747413039207,0.0833095982671
id15017,0.990296185017,0.00821034051478,0.00149349041749
id22308,0.570172786713,0.0345758162439,0.395251363516
id06536,0.0061380402185,0.00179103412665,0.99207085371
id19797,0.254683285952,0.628849864006,0.116466864944
id06332,0.734816074371,0.144620329142,0.12056363374
id22941,0.253062605858,0.161371275783,0.585566103458
id13547,0.0927136689425,0.108830012381,0.798456370831
id06928,0.00623487355188,0.00145237473771,0.992312729359
id12521,0.639594256878,0.286565393209,0.0738403499126
id25716,0.955669701099,0.00851629674435,0.0358139872551
id27116,0.00303180352785,0.000677083502524,0.996291160583
id19941,0.0092772198841,0.98496556282,0.00575717166066
id05711,0.00545587157831,0.00152577715926,0.993018388748
id02097,0.00306791719049,0.00217202026397,0.994760096073
id03563,0.000956498668529,0.99844032526,0.000603207852691
id02295,0.577864229679,0.262197673321,0.159938097
id08179,0.998409092426,0.000476090819575,0.0011148332851
id05332,0.0295767057687,0.950989067554,0.0194341726601
id15697,0.641562581062,0.0240088198334,0.334428578615
id17026,0.226736873388,0.0415523909032,0.731710672379
id04243,0.861010968685,0.124098137021,0.0148908672854
id13175,0.995219290257,0.00377207854763,0.00100861757528
id05387,0.984736740589,0.00424992246553,0.0110133616254
id19989,0.955596268177,0.0342771485448,0.0101266307756
id25173,0.163857936859,0.0323850885034,0.803756952286
id08925,0.0261738393456,0.968807637691,0.00501847267151
id03034,0.00783438421786,0.986580848694,0.00558475451544
id13272,0.000662137463223,0.999011039734,0.000326824811054
id07956,0.928778648376,0.0102722924203,0.0609490200877
id02648,0.0122598102316,0.00417250907049,0.983567714691
id01778,0.041224502027,0.00423112185672,0.954544425011
id12846,0.00778226135299,0.00912667252123,0.983091056347
id19001,0.180919393897,0.0144342342392,0.804646372795
id05763,0.876265227795,0.0289919264615,0.0947428792715
id15590,0.00416190037504,0.000785529671703,0.99505263567
id04912,0.482445955276,0.353236198425,0.164317816496
id21201,0.844806373119,0.0869774147868,0.0682161524892
id13215,0.982992470264,0.00569826737046,0.0113092325628
id15612,0.148976117373,0.840916097164,0.0101078385487
id18501,0.0771961659193,0.0163973178715,0.906406462193
id07223,0.799396514893,0.122058406472,0.0785450488329
id06707,0.391811668873,0.464015990496,0.144172370434
id05238,0.000595867517404,0.999071121216,0.000332942057867
id00935,0.0184473637491,0.0283957570791,0.953156888485
id00110,0.61346757412,0.0121981380507,0.374334335327
id17476,0.98452860117,0.0110733220354,0.00439803954214
id15170,0.990502238274,0.00572315044701,0.00377460382879
id13397,0.260544002056,0.133417934179,0.606038093567
id24283,0.798644125462,0.0879573002458,0.113398581743
id15234,0.944454610348,0.0448234118521,0.0107219768688
id16884,0.674864888191,0.270454823971,0.0546802729368
